unitcode,Year,Month,temp_mean,temp_max,temp_min,rain,snow,cloud_cover
SAGU,2008,8,83.29,104.31,68.04,2.99,0.0,51.15
SAGU,2008,9,80.92,99.18,65.52,0.29,0.0,15.14
SAGU,2008,10,71.58,92.79,41.67,0.48,0.0,10.07
SAGU,2008,11,59.4,87.84,37.53,1.24,0.0,26.2
SAGU,2008,12,49.43,71.64,25.02,2.24,1.16,39.21
SAGU,2009,1,50.97,75.42,27.36,1.22,0.0,24.57
SAGU,2009,2,54.97,87.48,27.9,0.68,1.87,34.88
SAGU,2009,3,63.02,86.67,38.43,0.27,0.0,29.62
SAGU,2009,4,66.97,94.05,38.43,0.24,0.0,20.36
SAGU,2009,5,80.69,98.37,60.21,0.49,0.0,26.46
SAGU,2009,6,83.1,100.26,64.62,0.36,0.0,35.5
SAGU,2009,7,90.31,106.47,73.17,0.9,0.0,40.95
SAGU,2009,8,88.67,105.39,70.02,0.35,0.0,23.57
SAGU,2009,9,82.03,99.81,60.57,0.6,0.0,22.75
SAGU,2009,10,69.12,93.6,38.7,0.2,0.0,22.29
SAGU,2009,11,61.77,87.75,35.55,0.25,0.06,28.47
SAGU,2009,12,47.6,67.5,27.27,1.1,0.03,38.75
SAGU,2010,1,49.2,68.22,28.8,4.26,1.38,51.34
SAGU,2010,2,49.59,69.84,24.48,2.79,0.06,44.02
SAGU,2010,3,56.54,85.86,31.23,0.99,0.19,24.43
SAGU,2010,4,65.96,87.39,41.4,0.4,0.0,26.9
SAGU,2010,5,75.31,96.21,43.83,0.03,0.0,9.28
SAGU,2010,6,86.92,105.57,63.81,0.0,0.0,13.19
SAGU,2010,7,87.19,105.57,69.03,3.06,0.0,47.7
SAGU,2010,8,85.48,102.96,68.13,1.14,0.0,28.9
SAGU,2010,9,82.79,101.07,59.94,2.2,0.0,21.43
SAGU,2010,10,71.99,96.03,51.12,0.18,0.0,19.9
SAGU,2010,11,56.88,83.25,24.57,0.03,0.0,14.15
SAGU,2010,12,54.31,78.57,30.6,1.54,0.63,40.25
SAGU,2011,1,49.37,72.72,24.12,0.17,0.06,22.56
SAGU,2011,2,50.44,77.31,18.9,0.39,1.71,19.77
SAGU,2011,3,64.27,87.12,34.29,0.11,0.0,23.0
SAGU,2011,4,69.77,92.88,35.55,0.4,0.28,17.63
SAGU,2011,5,74.27,97.2,45.63,0.04,0.0,10.83
SAGU,2011,6,87.96,108.99,63.54,0.02,0.0,11.74
SAGU,2011,7,86.82,107.19,67.23,1.17,0.0,44.75
SAGU,2011,8,88.67,105.75,72.63,1.13,0.0,44.28
SAGU,2011,9,82.91,101.25,63.36,0.69,0.0,27.43
SAGU,2011,10,72.38,95.22,44.1,0.31,0.0,12.56
SAGU,2011,11,56.34,84.06,35.19,0.96,0.0,35.34
SAGU,2011,12,44.75,73.89,25.74,1.6,0.85,36.67
SAGU,2012,1,52.73,73.44,30.78,0.37,0.0,24.38
SAGU,2012,2,54.17,76.41,30.96,0.5,0.08,25.03
SAGU,2012,3,60.83,87.21,29.88,0.63,0.88,17.99
SAGU,2012,4,71.0,97.38,41.76,0.26,0.0,26.06
SAGU,2012,5,79.87,102.33,53.01,0.16,0.0,5.02
SAGU,2012,6,89.04,104.94,66.87,0.09,0.0,13.47
SAGU,2012,7,85.43,103.05,68.94,2.02,0.0,49.49
SAGU,2012,8,86.4,106.47,68.22,1.92,0.0,36.71
SAGU,2012,9,80.91,99.63,62.46,0.93,0.0,33.04
SAGU,2012,10,73.72,96.12,47.97,0.1,0.0,18.57
SAGU,2012,11,63.33,87.21,34.83,0.22,0.0,26.5
SAGU,2012,12,50.54,76.68,28.71,1.98,1.3,40.0
SAGU,2013,1,45.79,76.86,23.04,0.94,0.36,30.4
SAGU,2013,2,48.85,71.37,26.91,0.42,2.95,29.97
SAGU,2013,3,64.8,90.18,31.95,0.43,0.22,35.67
SAGU,2013,4,70.11,93.24,40.68,0.15,0.0,16.84
SAGU,2013,5,77.94,96.21,54.18,0.03,0.0,17.26
SAGU,2013,6,90.09,108.99,69.57,0.08,0.0,12.28
SAGU,2013,7,84.65,104.58,69.48,3.48,0.0,62.33
SAGU,2013,8,86.22,104.4,68.04,0.83,0.0,48.93
SAGU,2013,9,81.03,99.63,55.62,1.12,0.0,24.39
SAGU,2013,10,69.54,90.09,39.78,0.04,0.0,9.43
SAGU,2013,11,59.44,84.6,34.29,1.11,0.0,30.36
SAGU,2013,12,48.64,75.96,29.88,0.8,0.08,34.39
SAGU,2014,1,54.82,76.32,30.06,0.02,0.0,30.57
SAGU,2014,2,59.84,83.97,35.64,0.41,0.0,40.42
SAGU,2014,3,63.48,82.89,39.78,1.13,0.0,31.39
SAGU,2014,4,69.59,91.53,41.94,0.11,0.0,27.29
SAGU,2014,5,77.44,100.89,50.49,0.0,0.0,20.02
SAGU,2014,6,89.22,103.5,70.2,0.06,0.0,12.84
SAGU,2014,7,86.58,105.48,71.82,1.67,0.0,60.65
SAGU,2014,8,83.21,102.15,67.86,2.04,0.0,39.51
SAGU,2014,9,79.42,101.07,60.93,5.04,0.0,34.25
SAGU,2014,10,71.21,91.71,51.66,2.59,0.0,24.43
SAGU,2014,11,59.14,82.17,30.96,0.07,0.0,14.63
SAGU,2014,12,50.42,74.43,26.19,1.76,0.5,50.45
SAGU,2015,1,50.07,73.71,27.18,2.07,0.61,42.73
SAGU,2015,2,58.16,78.39,36.63,0.15,0.0,25.7
SAGU,2015,3,64.83,89.19,34.83,0.85,0.0,29.74
SAGU,2015,4,68.51,90.54,47.88,0.54,0.0,23.97
SAGU,2015,5,73.07,99.09,49.32,0.69,0.0,25.53
SAGU,2015,6,88.07,106.02,66.6,0.25,0.0,28.49
SAGU,2015,7,85.5,99.63,68.85,1.03,0.0,58.92
SAGU,2015,8,87.32,105.75,70.65,0.82,0.0,45.07
SAGU,2015,9,80.09,98.19,63.99,2.22,0.0,44.71
SAGU,2015,10,72.05,97.38,46.44,1.12,0.0,37.64
SAGU,2015,11,55.66,79.29,28.35,1.01,0.0,18.8
SAGU,2015,12,48.02,75.69,24.93,0.83,0.08,34.8
SAGU,2016,1,48.13,75.69,27.27,1.96,2.12,37.84
SAGU,2016,2,58.15,85.77,25.47,0.3,0.0,22.31
SAGU,2016,3,64.76,86.76,40.14,0.08,0.0,27.41
SAGU,2016,4,68.49,92.07,43.47,0.33,0.0,26.39
SAGU,2016,5,75.48,98.19,49.77,0.03,0.0,14.3
SAGU,2016,6,88.3,111.42,66.69,0.97,0.0,27.04
SAGU,2016,7,88.49,104.4,70.83,1.46,0.0,36.54
SAGU,2016,8,82.52,99.99,65.34,2.4,0.0,37.63
SAGU,2016,9,76.89,100.35,53.37,2.89,0.0,33.95
SAGU,2016,10,76.22,92.25,55.26,0.17,0.0,24.76
SAGU,2016,11,59.93,83.79,29.79,0.86,0.06,25.28
SAGU,2016,12,52.07,78.39,28.26,2.3,1.82,51.68
SAGU,2017,1,49.4,72.81,28.71,3.08,0.0,38.51
SAGU,2017,2,56.45,83.7,35.01,0.59,0.0,45.35
SAGU,2017,3,66.44,90.9,40.23,0.29,0.0,21.74
SAGU,2017,4,70.42,93.6,43.38,0.01,0.0,22.55
SAGU,2017,5,75.64,99.45,49.95,0.18,0.0,18.01
SAGU,2017,6,88.79,109.89,64.71,0.02,0.0,20.95
SAGU,2017,7,82.99,106.56,70.11,4.17,0.0,60.85
SAGU,2017,8,84.78,100.53,70.11,1.3,0.0,28.3
SAGU,2017,9,81.49,100.62,56.16,0.26,0.0,19.87
SAGU,2017,10,76.22,94.86,56.07,0.02,0.0,12.38
SAGU,2017,11,67.7,89.1,48.78,0.08,0.0,39.02
SAGU,2017,12,55.85,78.57,29.43,0.24,0.0,41.3
SAGU,2018,1,55.91,77.31,31.86,0.81,0.0,34.31
SAGU,2018,2,55.47,79.65,33.93,2.54,0.0,34.85
SAGU,2018,3,61.67,88.56,34.47,0.05,0.0,45.85
SAGU,2018,4,72.67,92.97,43.92,0.0,0.0,30.45
SAGU,2018,5,78.78,99.63,49.95,0.07,0.0,15.06
SAGU,2018,6,86.68,103.86,64.62,1.18,0.0,17.51
SAGU,2018,7,87.54,108.18,70.02,1.57,0.0,52.52
SAGU,2018,8,85.05,106.02,69.75,1.24,0.0,55.41
SAGU,2018,9,81.96,102.6,65.7,2.34,0.0,20.55
SAGU,2018,10,66.18,87.03,46.89,3.02,0.0,35.2
SAGU,2018,11,58.22,80.64,37.8,0.49,0.0,28.46
SAGU,2018,12,50.79,73.44,27.27,1.64,0.0,41.17
SAGU,2019,1,50.04,73.26,26.1,1.16,2.48,45.7
SAGU,2019,2,48.41,69.39,27.36,2.83,4.77,53.19
SAGU,2019,3,59.77,85.95,34.38,1.0,0.0,46.51
SAGU,2019,4,68.86,93.87,44.64,0.24,0.0,29.72
SAGU,2019,5,71.04,94.23,48.6,0.18,0.0,29.56
SAGU,2019,6,85.27,104.94,63.18,0.01,0.0,20.7
SAGU,2019,7,88.57,103.95,67.95,0.94,0.0,51.34
SAGU,2019,8,87.36,105.48,71.46,0.52,0.0,47.62
SAGU,2019,9,79.74,101.88,60.75,3.6,0.0,30.85
SAGU,2019,10,69.94,91.35,44.01,0.0,0.0,9.17
SAGU,2019,11,61.69,83.16,38.97,3.65,0.0,51.47
SAGU,2019,12,50.52,71.37,28.26,2.0,0.0,46.82
SAGU,2020,1,50.56,72.45,33.57,0.99,0.0,28.17
SAGU,2020,2,52.8,77.94,25.38,0.91,0.0,34.82
SAGU,2020,3,59.22,83.25,35.46,1.29,0.0,53.7
SAGU,2020,4,69.62,99.54,43.65,0.17,0.0,18.23
SAGU,2020,5,81.19,104.22,57.33,0.0,0.0,16.71
SAGU,2020,6,86.89,106.83,59.13,0.0,0.0,15.45
SAGU,2020,7,89.93,107.01,71.1,0.27,0.0,36.65
SAGU,2020,8,91.16,106.47,73.89,0.41,0.0,37.04
SAGU,2020,9,84.62,105.75,57.96,0.21,0.0,9.87
SAGU,2020,10,75.68,99.18,34.56,0.25,0.0,18.14
SAGU,2020,11,63.57,90.99,36.18,0.17,0.0,23.08
SAGU,2020,12,51.54,75.24,31.68,0.51,0.0,23.16
SAGU,2021,1,51.01,75.24,31.23,1.57,0.25,31.15
SAGU,2021,2,54.62,77.13,31.14,0.3,0.0,24.81
SAGU,2021,3,58.44,85.86,29.25,0.6,0.11,25.45
SAGU,2021,4,70.81,91.35,47.25,0.17,0.0,25.45
SAGU,2021,5,78.22,96.66,51.48,0.0,0.0,12.28
SAGU,2021,6,88.85,110.25,63.9,0.16,0.0,24.58
SAGU,2021,7,83.72,104.31,66.69,5.33,0.0,62.87
SAGU,2021,8,82.72,102.69,67.05,3.98,0.0,41.83
SAGU,2021,9,79.22,99.27,61.29,2.65,0.0,30.33
SAGU,2021,10,69.44,91.89,41.31,0.29,0.0,20.4
SAGU,2021,11,65.2,86.85,45.18,0.04,0.0,32.92
SAGU,2021,12,54.39,79.11,33.12,2.88,0.0,48.74
SAGU,2022,1,50.96,70.65,32.76,0.77,0.0,36.94
SAGU,2022,2,51.54,77.4,27.27,0.47,0.14,20.59
SAGU,2022,3,59.32,90.54,35.37,1.13,0.0,25.51
SAGU,2022,4,70.49,94.77,42.57,0.0,0.0,17.77
SAGU,2022,5,79.06,101.34,52.2,0.0,0.0,11.45
SAGU,2022,6,86.68,107.55,66.51,0.11,0.0,28.46
SAGU,2022,7,86.28,104.58,71.1,1.87,0.0,50.74
SAGU,2022,8,80.73,99.18,69.21,6.5,0.0,48.31
SAGU,2022,9,81.54,100.62,64.89,0.92,0.0,37.3
SAGU,2022,10,67.98,90.45,43.02,2.63,0.0,27.42
SAGU,2022,11,54.96,78.66,37.35,0.17,0.0,26.62
SAGU,2022,12,50.45,75.6,29.7,2.16,0.08,44.22
SAGU,2023,1,47.33,74.25,26.91,3.4,0.33,45.51
SAGU,2023,2,50.05,75.6,26.73,1.55,1.6,39.7
SAGU,2023,3,56.24,81.0,30.24,1.56,2.51,50.02
SAGU,2023,4,69.07,96.3,32.76,0.0,0.0,17.55
SAGU,2023,5,76.57,94.95,51.03,0.07,0.0,16.65
SAGU,2023,6,84.02,108.18,58.68,0.01,0.0,22.31
SAGU,2023,7,92.74,108.99,74.34,0.07,0.0,30.38
SAGU,2023,8,88.22,108.18,68.31,1.5,0.0,34.58
SAGU,2023,9,84.46,107.19,65.61,0.95,0.0,20.82
SAGU,2023,10,75.02,96.93,47.88,0.13,0.0,11.13
SAGU,2023,11,62.68,89.64,39.96,0.71,0.0,29.48
SAGU,2023,12,54.07,79.02,34.92,1.55,0.0,33.38
SAGU,2024,1,49.13,74.52,27.0,3.43,3.03,43.57
SAGU,2024,2,53.54,80.91,32.94,2.64,0.41,43.64
SAGU,2024,3,56.12,77.94,40.32,3.18,0.55,36.53
SAGU,2024,4,66.37,93.42,36.72,0.54,0.0,20.24
SAGU,2024,5,77.69,99.99,55.53,0.0,0.0,7.37
SAGU,2024,6,88.42,107.91,67.14,0.62,0.0,33.22
SAGU,2024,7,89.78,108.63,73.53,0.52,0.0,35.87
SAGU,2024,8,86.44,103.77,70.47,0.79,0.0,35.42
SAGU,2024,9,85.26,104.76,60.57,1.28,0.0,8.4
SAGU,2024,10,77.54,102.87,44.55,0.0,0.0,11.95
SAGU,2024,11,57.59,82.44,34.83,0.39,0.0,29.92
SAGU,2024,12,57.98,79.83,38.07,0.0,0.0,17.95
SAGU,2025,1,49.17,80.01,26.19,0.09,0.25,25.01
SAGU,2025,2,60.23,83.07,38.34,0.29,0.0,35.4
SAGU,2025,3,60.59,92.88,36.18,1.41,0.5,32.15
SAGU,2025,4,68.57,97.65,42.12,0.19,0.0,18.91
SAGU,2025,5,76.78,101.7,50.13,0.17,0.0,25.59
SAGU,2025,6,87.48,110.25,63.45,0.4,0.0,5.81
SAGU,2025,7,88.3,108.09,69.39,1.09,0.0,30.75
SAGU,2025,8,89.39,109.71,70.83,0.2,0.0,30.74
SAGU,2025,9,81.19,100.26,61.11,2.0,0.0,29.39
SAGU,2025,10,72.04,97.02,51.48,3.83,0.0,15.85
SAGU,2025,11,62.76,88.65,41.58,2.39,0.0,30.02
SAGU,2025,12,57.62,80.82,37.08,0.26,0.0,32.06
SHEN,2006,1,34.56,58.39,19.69,2.56,0.0,62.09
SHEN,2006,2,29.46,56.68,5.92,0.35,6.86,54.48
SHEN,2006,3,38.55,72.7,21.4,0.6,1.76,53.72
SHEN,2006,4,50.46,74.05,27.79,3.85,0.0,52.52
SHEN,2006,5,54.78,85.03,35.98,2.82,0.0,48.51
SHEN,2006,6,64.38,89.44,45.88,5.04,0.0,52.18
SHEN,2006,7,70.05,88.72,51.46,3.38,0.0,56.74
SHEN,2006,8,71.58,90.07,52.9,1.09,0.0,51.83
SHEN,2006,9,57.89,75.58,38.14,5.75,0.0,60.67
SHEN,2006,10,47.67,75.58,24.1,4.23,0.0,48.47
SHEN,2006,11,42.22,67.39,20.86,4.13,0.0,60.18
SHEN,2006,12,36.07,63.07,14.47,1.17,0.0,47.71
SHEN,2007,1,32.79,60.28,10.06,1.93,2.18,56.34
SHEN,2007,2,21.78,48.76,-13.43,1.14,10.22,46.03
SHEN,2007,3,40.98,71.35,16.99,2.51,4.82,54.13
SHEN,2007,4,45.39,74.23,20.95,3.41,0.5,57.03
SHEN,2007,5,58.64,79.99,34.63,1.7,0.0,50.62
SHEN,2007,6,65.56,85.12,49.21,3.02,0.0,61.04
SHEN,2007,7,67.58,87.01,50.83,2.14,0.0,58.25
SHEN,2007,8,71.59,90.88,57.04,1.78,0.0,51.5
SHEN,2007,9,64.13,84.13,41.56,2.0,0.0,26.98
SHEN,2007,10,56.48,81.34,30.67,2.51,0.0,43.55
SHEN,2007,11,39.09,64.06,22.75,1.19,0.19,55.4
SHEN,2007,12,33.57,62.62,17.26,2.21,1.6,69.94
SHEN,2008,1,29.3,60.28,4.84,0.96,3.0,52.65
SHEN,2008,2,31.83,63.43,9.52,1.88,1.65,59.6
SHEN,2008,3,38.71,64.96,19.87,3.13,0.44,54.6
SHEN,2008,4,49.45,75.04,27.52,4.76,0.0,65.09
SHEN,2008,5,54.54,76.48,35.08,4.91,0.0,53.99
SHEN,2008,6,67.51,87.28,46.96,2.63,0.0,45.9
SHEN,2008,7,69.0,87.19,50.02,3.59,0.0,51.43
SHEN,2008,8,66.09,83.86,48.76,2.43,0.0,50.35
SHEN,2008,9,62.06,82.96,45.34,3.99,0.0,55.28
SHEN,2008,10,49.0,76.84,24.73,0.62,0.0,40.27
SHEN,2008,11,36.99,65.05,18.16,2.57,0.91,55.35
SHEN,2008,12,32.54,55.42,7.9,3.09,0.44,63.68
SHEN,2009,1,24.88,50.56,-0.29,2.01,3.09,49.39
SHEN,2009,2,30.82,59.47,5.2,0.33,2.18,45.28
SHEN,2009,3,37.3,66.76,2.86,2.01,4.71,62.12
SHEN,2009,4,47.54,81.16,24.73,3.33,0.0,56.31
SHEN,2009,5,56.68,75.94,34.18,6.87,0.0,71.65
SHEN,2009,6,64.34,80.89,45.34,4.7,0.0,62.08
SHEN,2009,7,65.44,83.05,50.11,2.04,0.0,62.31
SHEN,2009,8,68.88,85.39,55.33,1.89,0.0,56.08
SHEN,2009,9,60.77,79.0,43.45,1.98,0.0,59.93
SHEN,2009,10,49.43,77.2,26.98,3.2,0.08,63.62
SHEN,2009,11,42.57,65.14,27.34,4.8,0.0,58.4
SHEN,2009,12,26.1,49.84,-2.27,3.89,18.33,58.85
SHEN,2010,1,23.48,50.92,-11.81,2.97,6.94,51.84
SHEN,2010,2,21.43,45.88,-7.13,0.22,21.58,58.6
SHEN,2010,3,39.41,64.69,9.88,3.39,0.91,57.02
SHEN,2010,4,51.97,81.34,28.42,1.52,0.0,48.45
SHEN,2010,5,59.68,82.51,32.74,3.68,0.0,66.62
SHEN,2010,6,70.29,89.17,49.12,1.56,0.0,48.19
SHEN,2010,7,73.27,93.31,50.92,1.72,0.0,41.88
SHEN,2010,8,69.89,88.0,55.78,3.19,0.0,54.34
SHEN,2010,9,64.74,87.28,48.4,8.37,0.0,35.21
SHEN,2010,10,51.07,75.04,30.31,2.43,0.0,38.97
SHEN,2010,11,39.47,59.11,23.56,2.07,0.0,39.28
SHEN,2010,12,24.23,53.26,6.01,1.78,2.89,56.05
SHEN,2011,1,24.57,47.77,2.32,0.33,7.74,58.09
SHEN,2011,2,32.97,61.99,12.58,2.1,0.96,57.84
SHEN,2011,3,38.2,69.82,21.76,3.84,3.56,62.88
SHEN,2011,4,50.59,78.73,25.9,5.41,0.14,66.91
SHEN,2011,5,58.45,85.39,34.81,6.26,0.0,62.54
SHEN,2011,6,66.94,87.64,49.12,3.29,0.0,55.2
SHEN,2011,7,72.23,91.6,53.44,2.65,0.0,49.14
SHEN,2011,8,68.35,86.11,49.66,3.35,0.0,51.12
SHEN,2011,9,61.17,83.86,41.29,5.76,0.0,66.9
SHEN,2011,10,48.33,71.98,10.06,3.31,7.08,54.05
SHEN,2011,11,42.71,65.77,22.39,3.02,0.0,50.96
SHEN,2011,12,35.57,55.42,21.85,3.61,1.43,55.13
SHEN,2012,1,31.22,57.13,13.03,1.14,1.24,52.25
SHEN,2012,2,34.05,63.43,10.24,1.59,2.7,48.16
SHEN,2012,3,48.08,72.79,21.94,1.83,0.47,53.97
SHEN,2012,4,47.99,79.27,29.14,2.79,0.0,51.86
SHEN,2012,5,61.09,80.98,36.34,4.07,0.0,67.48
SHEN,2012,6,64.34,94.39,43.09,2.83,0.0,47.89
SHEN,2012,7,72.7,93.67,60.46,2.63,0.0,62.7
SHEN,2012,8,68.75,86.92,52.9,3.15,0.0,59.43
SHEN,2012,9,60.97,84.4,41.56,3.86,0.0,50.36
SHEN,2012,10,50.4,74.86,30.13,5.2,2.56,57.1
SHEN,2012,11,36.31,62.89,22.39,0.86,0.0,46.31
SHEN,2012,12,35.48,62.35,14.83,1.45,8.79,70.38
SHEN,2013,1,31.19,63.16,7.0,3.31,2.95,62.24
SHEN,2013,2,29.11,54.16,11.23,1.19,2.7,59.67
SHEN,2013,3,31.46,60.37,8.08,1.94,18.57,53.46
SHEN,2013,4,48.3,79.54,21.85,2.44,1.16,58.94
SHEN,2013,5,55.68,81.79,28.78,3.4,0.0,62.24
SHEN,2013,6,64.93,81.88,48.94,7.16,0.0,58.56
SHEN,2013,7,68.3,85.48,50.92,5.57,0.0,66.89
SHEN,2013,8,64.77,79.72,46.42,6.12,0.0,65.93
SHEN,2013,9,59.89,82.24,39.49,0.69,0.0,49.86
SHEN,2013,10,50.94,76.66,23.83,3.04,0.0,57.07
SHEN,2013,11,36.3,66.31,15.28,2.49,0.72,47.79
SHEN,2013,12,32.64,62.62,9.88,5.0,5.65,60.36
SHEN,2014,1,22.09,48.04,-6.14,1.03,5.59,47.77
SHEN,2014,2,27.46,56.77,0.61,1.88,14.19,63.62
SHEN,2014,3,31.68,62.98,-16.22,1.63,13.42,60.96
SHEN,2014,4,47.33,73.51,23.29,5.97,0.03,60.07
SHEN,2014,5,58.17,81.34,35.26,6.04,0.0,58.06
SHEN,2014,6,66.17,85.12,46.42,3.14,0.0,60.11
SHEN,2014,7,67.36,86.47,47.95,3.48,0.0,58.48
SHEN,2014,8,65.2,81.7,47.41,3.22,0.0,63.33
SHEN,2014,9,61.73,84.4,42.91,1.54,0.0,63.24
SHEN,2014,10,50.74,73.96,32.65,5.07,0.0,57.56
SHEN,2014,11,35.34,64.33,12.85,2.39,5.62,49.83
SHEN,2014,12,33.21,61.99,20.14,2.48,2.45,62.69
SHEN,2015,1,26.28,54.79,1.6,1.67,5.15,60.69
SHEN,2015,2,20.0,55.42,-15.23,0.5,11.99,56.83
SHEN,2015,3,34.05,67.84,-9.11,2.54,9.84,64.83
SHEN,2015,4,48.03,70.27,27.61,4.07,0.0,60.93
SHEN,2015,5,60.64,78.19,36.07,1.44,0.0,58.68
SHEN,2015,6,66.24,84.49,48.85,5.17,0.0,73.78
SHEN,2015,7,67.94,82.6,55.42,6.34,0.0,67.1
SHEN,2015,8,66.66,82.15,52.0,1.09,0.0,57.26
SHEN,2015,9,62.35,81.88,40.84,6.59,0.0,60.36
SHEN,2015,10,49.02,70.27,25.0,3.5,0.0,52.49
SHEN,2015,11,43.88,69.28,22.39,2.41,0.0,50.66
SHEN,2015,12,42.65,65.77,22.3,3.31,0.0,66.55
SHEN,2016,1,25.19,49.03,-1.1,1.19,13.23,47.13
SHEN,2016,2,29.66,58.75,4.12,3.36,1.87,66.76
SHEN,2016,3,44.08,72.88,21.94,0.95,0.99,63.21
SHEN,2016,4,48.13,76.84,21.49,1.61,0.14,49.23
SHEN,2016,5,54.57,78.91,34.18,6.13,0.0,74.18
SHEN,2016,6,66.33,84.49,42.37,3.09,0.0,56.43
SHEN,2016,7,71.94,92.68,55.15,4.13,0.0,60.41
SHEN,2016,8,71.88,88.63,57.13,1.48,0.0,58.71
SHEN,2016,9,66.77,87.82,53.44,4.11,0.0,60.02
SHEN,2016,10,53.64,75.94,35.08,1.97,0.0,45.93
SHEN,2016,11,42.19,74.05,22.03,1.7,0.0,38.81
SHEN,2016,12,32.13,58.66,9.34,2.15,0.0,61.39
SHEN,2017,1,32.6,59.49,1.08,2.48,5.07,74.07
SHEN,2017,2,39.15,65.34,11.43,1.31,0.85,57.88
SHEN,2017,3,37.03,68.31,5.22,2.14,6.39,56.54
SHEN,2017,4,53.89,80.46,29.43,2.81,0.22,61.92
SHEN,2017,5,55.77,81.72,36.0,6.61,0.0,63.06
SHEN,2017,6,65.42,83.34,46.08,3.41,0.0,52.6
SHEN,2017,7,70.75,86.49,52.11,3.37,0.0,56.3
SHEN,2017,8,66.42,83.16,53.01,3.92,0.0,60.36
SHEN,2017,9,61.48,80.73,42.75,2.25,0.0,46.35
SHEN,2017,10,55.19,77.4,32.31,4.39,0.5,46.79
SHEN,2017,11,39.27,67.32,13.32,1.57,0.0,54.3
SHEN,2017,12,29.5,52.74,1.62,0.52,3.03,65.4
SHEN,2018,1,26.48,55.08,-2.97,1.28,0.63,51.89
SHEN,2018,2,37.36,69.39,6.21,3.67,5.24,75.18
SHEN,2018,3,31.69,66.87,13.32,1.26,7.22,56.72
SHEN,2018,4,43.74,74.16,19.44,3.91,1.13,65.04
SHEN,2018,5,62.78,80.1,40.05,5.74,0.0,68.73
SHEN,2018,6,65.47,83.34,47.79,6.54,0.0,66.77
SHEN,2018,7,68.63,84.96,51.03,3.71,0.0,55.27
SHEN,2018,8,68.62,83.88,51.57,4.82,0.0,55.94
SHEN,2018,9,64.47,84.51,49.41,8.23,0.0,72.14
SHEN,2018,10,51.97,78.21,27.81,3.0,0.03,55.71
SHEN,2018,11,36.21,64.17,16.02,4.83,4.16,67.46
SHEN,2018,12,33.12,57.69,12.78,5.22,3.33,66.17
SHEN,2019,1,26.9,53.37,-3.24,2.09,6.12,67.41
SHEN,2019,2,33.89,60.84,12.42,3.2,4.02,69.05
SHEN,2019,3,35.58,65.25,8.28,2.4,10.8,57.79
SHEN,2019,4,50.55,73.44,19.08,4.1,0.0,66.95
SHEN,2019,5,61.46,81.72,35.91,3.41,0.0,64.66
SHEN,2019,6,65.58,85.23,46.17,2.84,0.0,62.83
SHEN,2019,7,71.37,90.09,53.82,3.85,0.0,47.49
SHEN,2019,8,69.13,85.86,52.02,2.86,0.0,51.81
SHEN,2019,9,66.84,86.76,48.87,1.11,0.0,42.65
SHEN,2019,10,53.96,86.04,36.99,5.12,0.0,50.16
SHEN,2019,11,36.34,58.77,11.88,1.38,0.19,53.32
SHEN,2019,12,35.15,57.15,12.15,2.79,1.52,68.06
SHEN,2020,1,33.12,58.86,11.16,2.24,3.91,62.36
SHEN,2020,2,35.19,59.94,10.98,3.63,0.41,69.22
SHEN,2020,3,43.77,74.7,18.36,2.06,0.66,68.72
SHEN,2020,4,45.51,70.2,26.19,6.78,2.4,57.25
SHEN,2020,5,53.19,77.22,23.13,2.47,0.0,64.8
SHEN,2020,6,66.05,85.59,41.76,3.63,0.0,62.82
SHEN,2020,7,73.05,89.91,58.86,3.2,0.0,39.39
SHEN,2020,8,68.03,84.42,55.71,9.44,0.0,58.41
SHEN,2020,9,60.23,81.27,37.98,2.34,0.0,51.43
SHEN,2020,10,52.69,73.44,28.35,3.64,0.0,50.83
SHEN,2020,11,45.23,67.05,22.32,4.23,0.08,46.44
SHEN,2020,12,31.32,54.63,8.73,3.38,8.38,64.44
SHEN,2021,1,28.69,47.07,11.52,1.43,4.13,56.75
SHEN,2021,2,27.57,57.51,0.99,2.35,13.48,69.29
SHEN,2021,3,42.19,65.7,15.48,2.22,0.33,49.55
SHEN,2021,4,48.62,77.31,17.73,3.19,0.03,50.95
SHEN,2021,5,56.74,82.17,34.83,1.76,0.0,58.39
SHEN,2021,6,67.56,88.56,48.06,2.26,0.0,58.47
SHEN,2021,7,71.39,89.01,51.57,1.72,0.0,48.2
SHEN,2021,8,70.55,89.1,55.62,4.87,0.0,58.87
SHEN,2021,9,63.03,81.99,46.44,5.88,0.0,39.51
SHEN,2021,10,55.89,75.69,38.25,4.88,0.0,59.65
SHEN,2021,11,38.3,65.52,19.62,1.09,0.19,49.8
SHEN,2021,12,39.37,59.58,18.36,0.94,0.25,66.72
SHEN,2022,1,23.09,58.23,-9.09,1.52,18.74,63.67
SHEN,2022,2,32.63,60.84,2.79,2.13,3.0,52.54
SHEN,2022,3,41.44,66.6,2.79,2.74,3.8,63.63
SHEN,2022,4,46.98,77.76,24.03,2.02,4.16,59.82
SHEN,2022,5,58.65,84.78,33.48,5.47,0.0,64.75
SHEN,2022,6,66.94,85.59,45.27,2.54,0.0,58.54
SHEN,2022,7,70.48,88.29,54.45,6.7,0.0,68.02
SHEN,2022,8,68.42,85.5,53.91,2.2,0.0,44.57
SHEN,2022,9,61.36,80.28,40.95,4.02,0.0,51.79
